SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlyCharge,IsNewCustomer,Contract_Monthly,HasFiber,IsHighCharge,Monthly_Tenure_Ratio,Total_Monthly_Ratio,TotalServices,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,1,69,1,1,1,1,1,1,1,1,0,113.25,7895.15,112.78785714285713,0,0,1,1,1.6178571428571429,69.10415754923413,8,0,1,0,0,0,1,0,1,0,0
0,0,0,52,1,0,-1,-1,-1,-1,-1,-1,0,20.65,1022.95,19.300943396226415,0,0,0,0,0.38962264150943393,47.24942263279446,1,0,0,1,0,1,0,0,0,0,1
0,0,1,71,1,1,1,0,1,0,1,1,0,106.7,7382.25,102.53125,0,0,1,1,1.4819444444444445,68.54456824512535,6,0,1,0,0,0,1,1,0,0,0
0,1,1,10,1,0,0,0,1,1,0,0,0,55.2,528.35,48.03181818181818,0,1,0,0,5.0181818181818185,9.401245551601424,4,1,0,0,1,0,0,0,1,0,0
0,0,0,21,1,0,0,1,1,0,0,1,1,90.05,1862.9,84.67727272727274,0,1,1,1,4.093181818181818,20.460186710598574,5,0,1,0,1,0,0,0,0,1,0
1,0,0,1,0,-1,0,0,1,0,0,1,1,39.65,39.65,19.825,1,1,0,0,19.825,0.97539975399754,3,1,0,0,1,0,0,0,0,1,0
0,1,0,12,1,0,-1,-1,-1,-1,-1,-1,0,19.8,202.25,15.557692307692308,0,0,0,0,1.5230769230769232,9.723557692307692,1,0,0,1,0,1,0,1,0,0,0
0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,0,20.15,20.15,10.075,1,1,0,0,10.075,0.9527186761229315,1,0,0,1,1,0,0,0,0,0,1
0,1,0,58,1,1,0,1,0,1,0,0,1,59.9,3505.1,59.40847457627118,0,0,0,0,1.0152542372881355,57.555008210180624,4,1,0,0,0,0,1,0,1,0,0
0,1,1,49,1,0,1,1,0,1,0,0,0,59.6,2970.3,59.406000000000006,0,1,0,0,1.192,49.01485148514852,5,1,0,0,1,0,0,0,1,0,0
0,0,0,30,1,0,1,1,0,0,0,0,1,55.3,1530.6,49.37419354838709,0,1,0,0,1.7838709677419353,27.186500888099467,4,1,0,0,1,0,0,1,0,0,0
0,1,1,47,1,1,0,1,0,0,1,1,1,99.35,4749.15,98.940625,0,1,1,1,2.0697916666666667,47.32585949177877,5,0,1,0,1,0,0,0,0,1,0
0,1,1,1,0,-1,0,1,0,0,0,0,0,30.2,30.2,15.1,1,1,0,0,15.1,0.967948717948718,2,1,0,0,1,0,0,0,0,1,0
0,1,0,72,1,1,1,1,1,1,1,1,1,90.25,6369.45,87.2527397260274,0,0,0,1,1.2363013698630136,69.80219178082191,8,1,0,0,0,0,1,0,1,0,0
0,0,1,17,1,0,0,0,0,0,1,1,1,64.7,1093.1,60.727777777777774,0,1,0,0,3.5944444444444446,16.637747336377473,4,1,0,0,1,0,0,0,0,0,1
1,1,0,71,1,1,1,1,1,1,0,0,1,96.35,6766.95,93.98541666666667,0,0,1,1,1.3381944444444445,69.5115562403698,6,0,1,0,0,0,1,0,1,0,0
1,1,0,2,1,0,0,0,1,0,1,1,1,95.5,181.65,60.550000000000004,1,1,1,1,31.833333333333332,1.8823834196891192,5,0,1,0,1,0,0,0,1,0,0
0,1,1,27,1,0,1,1,1,1,0,0,0,66.15,1874.45,66.94464285714285,0,0,0,0,2.3625000000000003,27.914370811615782,6,1,0,0,0,1,0,0,0,0,1
0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,0,20.2,20.2,10.1,1,1,0,0,10.1,0.9528301886792453,1,0,0,1,1,0,0,1,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,45.25,45.25,22.625,1,1,0,0,22.625,0.9783783783783784,2,1,0,0,1,0,0,1,0,0,0
0,1,1,72,1,1,1,1,0,1,1,0,0,99.9,7251.7,99.33835616438355,0,0,1,1,1.3684931506849316,71.87016848364716,6,0,1,0,0,0,1,1,0,0,0
0,0,0,5,1,0,0,0,0,0,0,0,1,69.7,316.9,52.81666666666666,1,1,1,0,11.616666666666667,4.482319660537482,2,0,1,0,1,0,0,0,0,1,0
0,0,0,46,1,0,0,0,1,0,0,0,1,74.8,3548.3,75.49574468085106,0,1,1,0,1.5914893617021275,46.811345646438,3,0,1,0,1,0,0,0,1,0,0
0,0,0,34,1,1,0,1,1,0,1,1,1,106.35,3549.25,101.40714285714286,0,1,1,1,3.0385714285714283,33.062412668840246,6,0,1,0,1,0,0,0,0,1,0
0,0,0,11,1,1,0,0,1,0,1,1,1,97.85,1105.4,92.11666666666667,0,1,1,1,8.154166666666667,11.182599898836623,5,0,1,0,1,0,0,1,0,0,0
0,1,1,10,1,0,0,1,0,0,0,0,0,49.55,475.7,43.24545454545454,0,0,0,0,4.504545454545454,9.410484668644907,3,1,0,0,0,1,0,0,0,0,1
0,1,1,70,1,1,1,1,0,0,1,0,1,69.2,4872.35,68.62464788732395,0,0,0,0,0.9746478873239437,69.40669515669516,5,1,0,0,0,0,1,0,1,0,0
0,1,1,17,1,0,-1,-1,-1,-1,-1,-1,0,20.75,418.25,23.23611111111111,0,0,0,0,1.1527777777777777,19.229885057471265,1,0,0,1,0,1,0,0,0,0,1
0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,75.96015625,0,0,0,0,1.24765625,60.12925170068027,7,1,0,0,0,0,1,0,1,0,0
0,1,0,13,1,1,1,1,0,1,1,0,1,76.2,981.45,70.10357142857143,0,1,0,0,5.442857142857143,12.713082901554404,6,1,0,0,1,0,0,0,0,1,0
0,0,0,49,1,1,0,0,0,0,0,1,1,84.5,3906.7,78.134,0,1,1,1,1.69,45.69239766081871,3,0,1,0,1,0,0,0,0,1,0
0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,32.333333333333336,1,1,0,0,16.416666666666668,1.9303482587064678,3,1,0,0,1,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,0,1,0,1,80.65,144.15,48.050000000000004,1,1,1,1,26.883333333333336,1.7654623392529087,3,0,1,0,1,0,0,0,0,1,0
0,0,0,52,1,1,1,0,0,1,1,1,1,79.75,4217.8,79.5811320754717,0,0,0,0,1.5047169811320755,52.232817337461306,6,1,0,0,0,0,1,0,1,0,0
0,1,1,69,1,1,1,0,1,1,0,0,1,64.15,4254.1,60.77285714285715,0,0,0,0,0.9164285714285715,65.29700690713737,5,1,0,0,0,0,1,0,1,0,0
1,0,0,43,1,1,0,1,0,0,1,0,1,90.25,3838.75,87.24431818181819,0,1,1,1,2.0511363636363638,42.06849315068493,4,0,1,0,1,0,0,0,0,1,0
0,0,0,15,1,0,1,1,0,0,1,1,1,99.1,1426.4,89.15,0,1,1,1,6.19375,14.249750249750251,6,0,1,0,1,0,0,0,1,0,0
1,1,0,25,1,1,1,0,0,1,1,0,1,69.5,1752.65,67.40961538461539,0,1,0,0,2.673076923076923,24.860283687943262,5,1,0,0,1,0,0,0,1,0,0
1,1,0,8,1,1,0,1,0,0,0,0,1,80.65,633.3,70.36666666666666,0,1,1,1,8.961111111111112,7.756276791181873,3,0,1,0,1,0,0,0,1,0,0
1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,73.05491803278689,0,0,0,0,1.2270491803278687,58.75214238628874,7,1,0,0,0,1,0,0,1,0,0
1,0,0,18,1,1,0,0,0,0,1,1,1,95.45,1752.55,92.23947368421052,0,1,1,1,5.023684210526316,18.170554691550024,4,0,1,0,1,0,0,0,0,1,0
0,1,1,63,1,1,1,0,0,0,1,1,1,99.65,6311.2,98.6125,0,0,1,1,1.55703125,62.7044212617983,5,0,1,0,0,1,0,0,1,0,0
1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,105.61716417910448,0,0,1,1,1.6186567164179104,64.65372316126086,7,0,1,0,0,1,0,0,0,1,0
0,1,1,34,1,1,-1,-1,-1,-1,-1,-1,0,24.95,894.3,25.55142857142857,0,0,0,0,0.7128571428571429,34.46242774566474,1,0,0,1,0,0,1,0,1,0,0
0,0,0,72,1,1,0,0,1,1,1,1,1,107.5,7853.7,107.58493150684932,0,0,1,1,1.4726027397260273,72.38433179723502,6,0,1,0,0,0,1,0,1,0,0
0,1,0,47,1,1,0,0,1,0,1,1,1,100.5,4707.1,98.06458333333335,0,1,1,1,2.09375,46.375369458128084,5,0,1,0,1,0,0,0,0,1,0
0,0,0,60,1,1,0,1,0,0,1,0,1,89.9,5450.7,89.35573770491803,0,1,1,1,1.4737704918032788,59.963696369636956,4,0,1,0,1,0,0,1,0,0,0
0,1,0,72,0,-1,1,1,1,0,0,0,0,42.1,2962.0,40.57534246575342,0,0,0,0,0.5767123287671233,68.72389791183295,4,1,0,0,0,0,1,1,0,0,0
0,1,1,18,1,0,0,0,1,1,0,0,1,54.4,957.1,50.373684210526314,0,0,0,0,2.863157894736842,17.276173285198556,4,1,0,0,0,1,0,0,1,0,0
0,0,0,9,1,1,0,0,0,0,1,1,0,94.4,857.25,85.725,0,1,1,1,9.440000000000001,8.985849056603772,4,0,1,0,1,0,0,0,0,1,0
0,0,0,3,1,0,0,1,0,1,1,1,1,75.3,244.1,61.025,1,1,0,0,18.825,3.199213630406291,6,1,0,0,1,0,0,0,0,1,0
0,1,0,47,1,1,0,1,0,0,0,0,1,78.9,3650.35,76.04895833333333,0,0,1,0,1.64375,45.686483103879844,3,0,1,0,0,1,0,0,0,1,0
0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,78.0375,0,0,0,0,2.475,31.137157107231918,7,1,0,0,0,0,1,0,0,0,1
0,1,1,50,1,0,-1,-1,-1,-1,-1,-1,0,20.15,930.9,18.25294117647059,0,0,0,0,0.39509803921568626,44.01418439716312,1,0,0,1,0,0,1,1,0,0,0
0,0,0,10,1,0,1,0,1,0,0,0,1,79.85,887.35,80.66818181818182,0,1,1,0,7.259090909090909,10.97526283240569,4,0,1,0,1,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,0,0,0,49.05,49.05,24.525,1,1,0,0,24.525,0.98001998001998,3,1,0,0,1,0,0,0,0,0,1
0,1,1,52,1,0,-1,-1,-1,-1,-1,-1,1,20.4,1090.65,20.578301886792456,0,0,0,0,0.38490566037735846,50.964953271028044,1,0,0,1,0,1,0,0,0,1,0
1,1,1,64,1,1,1,0,1,1,1,1,1,111.6,7099.0,109.21538461538462,0,0,1,1,1.7169230769230768,63.0461811722913,7,0,1,0,0,0,1,1,0,0,0
0,1,1,62,1,1,-1,-1,-1,-1,-1,-1,1,24.25,1424.6,22.61269841269841,0,0,0,0,0.38492063492063494,56.41980198019802,1,0,0,1,0,0,1,1,0,0,0
0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,44.35,1,1,0,0,16.125,2.7083969465648856,5,1,0,0,1,0,0,1,0,0,0
1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,107.71052631578948,0,0,1,1,1.9385964912280702,55.062780269058294,7,0,1,0,0,1,0,0,0,1,0
0,0,0,46,1,0,0,0,0,0,0,1,0,55.65,2688.85,57.2095744680851,0,0,0,0,1.1840425531914893,47.464254192409534,3,1,0,0,0,1,0,0,1,0,0
0,1,1,8,1,0,1,1,0,0,0,0,0,54.65,482.25,53.583333333333336,0,1,0,0,6.072222222222222,8.66576819407008,4,1,0,0,1,0,0,0,0,0,1
1,0,0,30,1,0,1,1,0,0,1,1,1,74.75,2111.3,68.10645161290323,0,1,0,0,2.411290322580645,27.871947194719475,6,1,0,0,1,0,0,0,0,1,0
0,1,1,45,1,1,-1,-1,-1,-1,-1,-1,1,25.9,1216.6,26.44782608695652,0,0,0,0,0.5630434782608695,45.226765799256505,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,79.35,79.35,39.675,1,1,1,0,39.675,0.9875544492843809,3,0,1,0,1,0,0,0,0,1,0
0,1,1,11,0,-1,1,0,0,0,1,1,0,50.55,565.35,47.112500000000004,0,1,0,0,4.2124999999999995,10.96702230843841,4,1,0,0,1,0,0,0,0,1,0
0,1,0,7,1,0,0,0,1,0,0,0,1,75.15,496.9,62.1125,0,1,1,0,9.39375,6.525279054497701,3,0,1,0,1,0,0,1,0,0,0
0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,100.63953488372093,0,1,1,1,2.413953488372093,41.29293893129771,7,0,1,0,1,0,0,1,0,0,0
0,1,0,49,1,0,-1,-1,-1,-1,-1,-1,1,20.15,973.35,19.467,0,0,0,0,0.40299999999999997,46.02127659574469,1,0,0,1,0,0,1,1,0,0,0
0,0,0,9,1,1,0,1,0,0,1,1,1,99.3,918.75,91.875,0,1,1,1,9.93,9.160019940179462,5,0,1,0,1,0,0,0,1,0,0
0,1,0,35,1,0,1,0,0,0,1,0,1,62.15,2215.45,61.540277777777774,0,0,0,0,1.7263888888888888,35.082343626286615,4,1,0,0,0,1,0,1,0,0,0
0,1,1,48,1,0,-1,-1,-1,-1,-1,-1,0,20.65,1057.0,21.571428571428573,0,0,0,0,0.4214285714285714,48.822170900692846,1,0,0,1,0,0,1,1,0,0,0
0,1,1,46,1,0,-1,-1,-1,-1,-1,-1,1,19.95,927.1,19.72553191489362,0,0,0,0,0.42446808510638295,44.25298329355609,1,0,0,1,0,0,1,0,0,0,1
0,1,0,29,0,-1,0,0,0,0,1,0,0,33.75,1009.25,33.641666666666666,0,1,0,0,1.125,29.0431654676259,2,1,0,0,1,0,0,0,0,0,1
0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,82.90967741935484,0,1,1,1,2.646774193548387,30.94762191450933,4,0,1,0,1,0,0,1,0,0,0
1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,37.35,1,1,1,0,37.35,0.9867899603698811,3,0,1,0,1,0,0,0,0,1,0
0,1,1,66,1,1,1,0,1,1,1,1,1,84.0,5714.25,85.28731343283582,0,0,0,1,1.2537313432835822,67.22647058823529,7,1,0,0,0,0,1,0,0,0,1
0,0,0,65,1,1,1,1,1,0,1,1,1,111.05,7107.0,107.68181818181819,0,1,1,1,1.6825757575757576,63.427041499330656,7,0,1,0,1,0,0,0,1,0,0
0,0,0,72,1,1,0,1,1,0,1,1,1,100.9,7459.05,102.17876712328767,0,0,1,1,1.382191780821918,73.19970559371933,6,0,1,0,0,0,1,1,0,0,0
0,0,0,12,1,1,1,0,0,0,0,0,1,78.95,927.35,71.33461538461539,0,1,1,0,6.073076923076924,11.59912445278299,3,0,1,0,1,0,0,0,0,1,0
0,1,1,71,1,1,1,1,0,1,0,0,1,66.85,4748.7,65.95416666666667,0,0,0,0,0.9284722222222221,69.98820928518792,5,1,0,0,0,1,0,0,1,0,0
0,0,0,5,1,0,-1,-1,-1,-1,-1,-1,0,21.05,113.85,18.974999999999998,1,1,0,0,3.5083333333333333,5.163265306122448,1,0,0,1,1,0,0,0,0,0,1
0,0,0,52,1,0,-1,-1,-1,-1,-1,-1,0,21.0,1107.2,20.89056603773585,0,0,0,0,0.39622641509433965,50.32727272727273,1,0,0,1,0,0,1,1,0,0,0
1,1,0,25,1,0,0,1,1,0,1,1,1,98.5,2514.5,96.71153846153847,0,1,1,1,3.7884615384615383,25.271356783919597,6,0,1,0,1,0,0,0,0,1,0
0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,0,20.2,20.2,10.1,1,1,0,0,10.1,0.9528301886792453,1,0,0,1,1,0,0,0,0,0,1
0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,19.45,19.45,9.725,1,1,0,0,9.725,0.9511002444987775,1,0,0,1,1,0,0,0,0,1,0
0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,92.45128205128205,0,0,1,1,2.4358974358974357,37.55833333333333,5,0,1,0,0,1,0,1,0,0,0
1,1,0,66,0,-1,0,1,1,0,1,0,0,45.55,3027.25,45.18283582089552,0,0,0,0,0.6798507462686567,65.03222341568207,4,1,0,0,0,1,0,1,0,0,0
0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,110.31666666666668,0,0,1,1,1.5942028985507246,68.57522522522522,7,0,1,0,0,0,1,1,0,0,0
0,0,0,5,0,-1,0,0,0,0,0,0,0,24.3,100.2,16.7,1,1,0,0,4.05,3.960474308300395,1,1,0,0,1,0,0,0,0,0,1
0,1,1,72,1,1,1,1,0,0,1,1,1,104.15,7303.05,100.04178082191781,0,0,1,1,1.4267123287671233,69.45363766048501,6,0,1,0,0,1,0,0,0,1,0
0,0,0,32,0,-1,1,0,0,0,0,0,0,30.15,927.65,28.11060606060606,0,0,0,0,0.9136363636363636,29.780096308186195,2,1,0,0,0,1,0,0,0,0,1
0,0,0,43,1,1,0,0,0,0,1,1,0,94.35,3921.3,89.12045454545455,0,0,1,1,2.1443181818181816,41.125327739905615,4,0,1,0,0,1,0,0,0,0,1
0,1,1,72,1,0,-1,-1,-1,-1,-1,-1,0,19.4,1363.25,18.674657534246574,0,0,0,0,0.2657534246575342,66.82598039215686,1,0,0,1,0,0,1,0,1,0,0
0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,93.55178571428571,0,1,1,1,1.7276785714285714,53.59488491048593,5,0,1,0,1,0,0,0,0,1,0
0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,57.40094339622642,0,0,0,0,1.0933962264150945,51.60729431721798,5,1,0,0,0,1,0,0,1,0,0
0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,89.86590909090908,0,1,1,1,2.0829545454545455,42.67781975175391,5,0,1,0,1,0,0,0,0,1,0
1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,75.47763157894737,0,1,1,0,2.013157894736842,37.00838709677419,2,0,1,0,1,0,0,0,0,1,0
0,1,1,64,0,-1,0,1,0,1,1,1,1,54.6,3423.5,52.66923076923077,0,0,0,0,0.84,61.57374100719424,5,1,0,0,0,0,1,0,0,1,0
0,1,1,3,1,0,1,1,0,0,1,0,0,89.85,248.4,62.1,1,1,1,1,22.4625,2.7341772151898738,5,0,1,0,1,0,0,0,0,1,0
0,0,0,36,0,-1,1,0,0,0,0,0,0,31.05,1126.35,30.44189189189189,0,0,0,0,0.8391891891891892,35.14352574102964,2,1,0,0,0,0,1,1,0,0,0
0,1,1,10,1,1,1,0,0,0,1,1,1,100.25,1064.65,96.78636363636365,0,1,1,1,9.113636363636363,10.515061728395063,5,0,1,0,1,0,0,0,0,1,0
0,0,0,41,1,0,-1,-1,-1,-1,-1,-1,0,20.65,835.15,19.88452380952381,0,0,0,0,0.49166666666666664,38.57505773672055,1,0,0,1,0,0,1,0,0,0,1
0,1,1,27,1,1,0,1,0,1,0,0,1,85.2,2151.6,76.84285714285714,0,1,1,1,3.042857142857143,24.96055684454756,4,0,1,0,1,0,0,0,1,0,0
0,1,1,56,1,1,0,0,1,0,1,1,1,99.8,5515.45,96.76228070175438,0,0,1,1,1.750877192982456,54.71676587301587,5,0,1,0,0,1,0,0,1,0,0
0,0,0,6,1,0,-1,-1,-1,-1,-1,-1,0,20.7,112.75,16.107142857142858,1,1,0,0,2.957142857142857,5.195852534562212,1,0,0,1,1,0,0,0,0,0,1
0,0,0,3,1,1,0,0,0,0,0,0,1,74.4,229.55,57.3875,1,1,1,0,18.6,3.0444297082228116,2,0,1,0,1,0,0,0,0,1,0
0,1,1,7,1,0,1,0,0,0,0,0,0,50.7,350.35,43.79375,0,1,0,0,6.3375,6.776595744680852,3,1,0,0,1,0,0,0,0,0,1
0,1,1,4,1,0,-1,-1,-1,-1,-1,-1,0,20.85,62.9,12.58,1,1,0,0,4.17,2.8787185354691074,1,0,0,1,1,0,0,0,0,0,1
0,0,0,33,1,0,1,0,0,1,1,0,1,88.95,3027.65,89.0485294117647,0,0,1,1,2.6161764705882353,33.65925514174541,5,0,1,0,0,0,1,0,0,1,0
1,0,0,27,1,1,0,0,1,0,0,0,1,78.05,2135.5,76.26785714285714,0,1,1,0,2.7875,27.014547754585706,3,0,1,0,1,0,0,0,0,1,0
0,1,0,72,1,1,-1,-1,-1,-1,-1,-1,1,23.55,1723.95,23.615753424657534,0,0,0,0,0.32260273972602743,70.22199592668025,1,0,0,1,0,0,1,1,0,0,0
0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,0,19.75,19.75,9.875,1,1,0,0,9.875,0.9518072289156626,1,0,0,1,1,0,0,0,0,0,1
1,0,0,71,0,-1,1,1,0,0,1,1,1,56.45,3985.35,55.35208333333333,0,0,0,0,0.7840277777777778,69.37075718015666,5,1,0,0,0,1,0,0,0,1,0
0,0,0,13,1,1,0,0,0,0,0,1,1,85.95,1215.65,86.83214285714287,0,1,1,1,6.139285714285714,13.981023576768258,3,0,1,0,1,0,0,0,0,1,0
0,1,1,25,0,-1,1,1,1,0,1,1,1,58.6,1502.65,57.79423076923077,0,1,0,0,2.253846153846154,25.21224832214765,6,1,0,0,1,0,0,0,1,0,0
0,0,0,67,1,0,0,0,0,1,0,0,0,50.55,3260.1,47.942647058823525,0,0,0,0,0.7433823529411764,63.241513094083416,3,1,0,0,0,0,1,1,0,0,0
0,0,0,1,0,-1,0,0,0,0,0,1,1,35.45,35.45,17.725,1,1,0,0,17.725,0.9725651577503429,2,1,0,0,1,0,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,44.35,81.25,27.083333333333332,1,1,0,0,14.783333333333333,1.7916207276736493,2,1,0,0,1,0,0,0,0,1,0
0,0,0,43,1,1,-1,-1,-1,-1,-1,-1,1,25.7,1188.2,27.004545454545454,0,0,0,0,0.5840909090909091,44.50187265917603,1,0,0,1,0,0,1,0,1,0,0
0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,74.10416666666667,0,1,1,0,3.125,23.401315789473685,3,0,1,0,1,0,0,1,0,0,0
0,1,1,64,1,0,-1,-1,-1,-1,-1,-1,0,20.2,1277.75,19.657692307692308,0,0,0,0,0.31076923076923074,60.27122641509434,1,0,0,1,0,0,1,0,0,0,1
0,0,1,57,1,0,-1,-1,-1,-1,-1,-1,1,19.6,1170.55,20.181896551724137,0,0,0,0,0.33793103448275863,56.822815533980574,1,0,0,1,0,0,1,0,0,0,1
1,1,0,1,1,0,0,0,0,0,0,0,1,70.45,70.45,35.225,1,1,1,0,35.225,0.9860041987403779,2,0,1,0,1,0,0,0,0,0,1
1,1,1,72,1,1,1,1,1,1,1,1,1,88.05,6425.65,88.02260273972603,0,0,0,1,1.2061643835616438,72.1577765300393,8,1,0,0,0,0,1,0,1,0,0
0,0,0,8,1,1,1,0,0,1,0,1,0,71.15,563.65,62.62777777777777,0,1,0,0,7.905555555555556,7.812196812196811,5,1,0,0,1,0,0,0,0,1,0
0,1,0,61,1,1,0,1,0,0,1,1,1,101.05,5971.25,96.31048387096774,0,0,1,1,1.6298387096774194,58.51298383145517,5,0,1,0,0,0,1,1,0,0,0
0,0,0,64,1,1,1,1,0,0,0,0,1,84.3,5289.05,81.37,0,0,1,1,1.2969230769230768,62.0052754982415,4,0,1,0,0,1,0,0,1,0,0
1,1,0,71,1,1,-1,-1,-1,-1,-1,-1,0,23.95,1756.2,24.391666666666666,0,0,0,0,0.3326388888888889,70.38877755511022,1,0,0,1,0,0,1,1,0,0,0
0,1,1,65,1,1,1,1,0,1,1,0,1,99.05,6416.7,97.22272727272727,0,0,1,1,1.5007575757575757,64.13493253373314,6,0,1,0,0,0,1,0,1,0,0
0,0,0,3,1,0,-1,-1,-1,-1,-1,-1,0,19.6,61.35,15.3375,1,0,0,0,4.9,2.978155339805825,1,0,0,1,0,1,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,22.825,1,1,0,0,22.825,0.9785637727759914,2,1,0,0,1,0,0,0,0,1,0
0,0,1,30,1,0,0,1,1,0,1,0,0,64.5,1929.95,62.25645161290323,0,0,0,0,2.0806451612903225,29.464885496183207,5,1,0,0,0,1,0,0,1,0,0
0,1,1,15,1,0,0,1,1,1,0,1,1,69.5,1071.4,66.9625,0,1,0,0,4.34375,15.197163120567378,6,1,0,0,1,0,0,0,0,0,1
0,1,1,8,1,0,0,0,0,1,1,1,1,68.55,564.35,62.705555555555556,0,1,0,0,7.616666666666666,8.11430625449317,5,1,0,0,1,0,0,0,0,1,0
